Date,SP500,VIXCLS,DJIA,HY_BOND_IDX
2020-11-12,3571.3936,24.455227,29175.342,642.2191
2020-11-13,3571.8884,24.907568,29184.846,641.56744
2020-11-16,3584.135,24.264465,29387.938,641.0583
2020-11-17,3600.784,23.692692,29571.58,640.69855
2020-11-18,3609.4692,23.49961,29673.04,640.608
2020-11-19,3610.586,23.892008,29660.74,640.6856
2020-11-20,3614.3772,23.763706,29706.691,641.1391
2020-11-23,3612.2456,24.012947,29679.248,641.7619
2020-11-24,3613.5312,23.741959,29708.27,642.318
2020-11-25,3625.1284,23.138586,29825.684,642.96185
2020-11-27,3634.5408,22.6405,29939.547,643.7483
2020-11-30,3646.3142,22.128458,30053.285,644.52277
2020-12-01,3653.8594,21.727434,30128.732,645.5721
2020-12-02,3660.59,21.667997,30149.12,646.02893
2020-12-03,3663.4978,21.83274,30139.244,646.0593
2020-12-04,3666.5422,21.95444,30145.178,646.03253
2020-12-07,3676.37,21.85797,30208.79,645.88885
2020-12-08,3682.2263,22.018265,30228.68,645.8171
2020-12-09,3692.75,21.833391,30305.535,645.9691
2020-12-10,3690.2654,22.528719,30214.998,645.5597
2020-12-11,3685.9963,22.982473,30173.998,645.19885
2020-12-14,3681.076,23.581856,30103.982,644.801
2020-12-15,3670.9514,24.543934,29980.318,644.3063
2020-12-16,3675.8027,24.240454,30079.82,644.3207
2020-12-17,3684.4702,23.871708,30177.916,644.7872
2020-12-18,3700.5432,23.329517,30308.395,645.50183
2020-12-21,3713.041,22.874096,30409.693,646.3018
2020-12-22,3706.854,24.216488,30221.773,645.956
2020-12-23,3702.637,24.508425,30208.215,645.92303
2020-12-24,3704.1396,24.375526,30247.947,645.94965
2020-12-28,3715.5364,23.464588,30406.088,646.61316
2020-12-29,3728.9104,22.980904,30501.215,647.28253
2020-12-30,3732.5212,23.30053,30467.06,647.51117
2020-12-31,3737.2717,23.289255,30495.295,647.952
2021-01-04,3745.5972,23.247915,30543.424,648.49316
2021-01-05,3727.813,25.19647,30253.148,648.0007
2021-01-06,3722.6326,25.611618,30248.465,647.43835
2021-01-07,3721.8804,25.897205,30252.004,646.256
2021-01-08,3741.4077,24.785519,30530.893,645.8106
2021-01-11,3766.9058,23.788502,30800.482,645.6802
2021-01-12,3776.6438,24.33332,30820.234,644.84467
2021-01-13,3786.439,24.234215,30935.166,644.01044
2021-01-14,3800.7776,23.60517,31105.756,643.86383
2021-01-15,3808.3276,23.767138,31120.912,643.5275
2021-01-19,3805.4177,24.291374,31044.6,643.17096
2021-01-20,3810.2036,24.082699,31075.984,642.9947
2021-01-21,3828.7085,23.206966,31232.852,643.5622
2021-01-22,3844.33,22.66353,31321.91,644.139
2021-01-25,3851.864,22.610104,31335.63,644.62115
2021-01-26,3852.3193,23.090816,31276.195,644.877
2021-01-27,3851.6023,23.329025,31241.588,644.91864
2021-01-28,3777.7776,29.982346,30169.666,641.5953
2021-01-29,3755.152,30.434525,30171.918,639.8486
2021-02-01,3722.441,32.319378,29863.852,638.20465
2021-02-02,3722.5156,31.834606,29973.889,637.91504
2021-02-03,3759.6543,29.27722,30416.299,639.5191
2021-02-04,3806.838,26.531746,30866.988,642.12225
2021-02-05,3853.79,24.343712,31246.799,644.60895
2021-02-08,3891.324,22.717155,31538.945,646.4583
2021-02-09,3915.97,21.974825,31687.906,647.41986
2021-02-10,3927.6287,21.816856,31746.97,647.6752
2021-02-11,3923.8435,22.050806,31668.076,646.5962
2021-02-12,3926.851,21.912317,31695.344,646.1197
2021-02-16,3934.5864,21.445824,31778.701,645.4419
2021-02-17,3932.766,22.005402,31697.969,644.02356
2021-02-18,3930.6611,22.299652,31685.7,642.7313
2021-02-19,3924.327,22.907644,31634.256,641.5485
2021-02-22,3920.8022,23.105194,31640.39,640.3896
2021-02-23,3908.4468,23.916945,31536.537,638.7914
2021-02-24,3899.1118,24.170404,31520.324,637.3307
2021-02-25,3907.6843,23.453459,31679.4,636.4411
2021-02-26,3869.5073,26.663448,31174.398,633.1936
2021-03-01,3838.1575,27.873587,31013.746,630.56964
2021-03-02,3851.863,26.34821,31311.545,630.08167
2021-03-03,3861.7285,25.747726,31412.852,630.3961
2021-03-04,3856.2224,26.525417,31279.396,629.96497
2021-03-05,3833.396,27.942436,31024.379,628.3276
2021-03-08,3838.5146,26.975304,31192.666,627.3076
2021-03-09,3838.0715,26.889488,31205.863,625.8062
2021-03-10,3849.1895,26.015089,31399.943,624.94763
2021-03-11,3873.5725,24.674303,31678.07,625.04803
2021-03-12,3898.5525,23.593699,31921.736,625.07275
2021-03-15,3928.4202,22.544998,32178.629,624.75903
2021-03-16,3956.901,21.571459,32430.707,624.8251
2021-03-17,3979.0134,20.963055,32604.75,624.61646
2021-03-18,3997.4812,20.445833,32747.744,623.9977
2021-03-19,3989.5918,21.416424,32627.502,622.0778
2021-03-22,3980.0535,21.701101,32622.408,620.507
2021-03-23,3983.9006,20.921892,32761.0,619.89374
2021-03-24,3977.675,21.073898,32715.125,619.6767
2021-03-25,3968.8857,21.466597,32606.64,619.6113
2021-03-26,3970.5488,21.04221,32627.88,620.032
2021-03-29,3982.9187,20.41008,32723.559,620.61646
2021-03-30,3983.6963,20.927273,32651.262,620.34125
2021-03-31,3987.7805,20.703735,32721.057,620.19446
2021-04-01,3993.4858,20.501368,32789.3,620.1962
2021-04-05,4013.717,19.362402,33016.535,621.0318
2021-04-06,4037.7246,18.974907,33158.285,621.6313
2021-04-07,4057.9724,18.75043,33276.047,622.516
2021-04-08,4082.07,18.22691,33429.93,623.437
2021-04-09,4104.6836,17.869684,33537.293,624.3106
2021-04-12,4128.376,17.598265,33642.355,624.9422
2021-04-13,4142.2627,17.609592,33691.33,625.30524
2021-04-14,4152.864,17.504156,33751.027,625.67194
2021-04-15,4160.65,17.656002,33767.77,625.88916
2021-04-16,4175.278,17.403334,33875.684,626.7186
2021-04-19,4194.367,17.19048,33985.04,627.4775
2021-04-20,4197.8276,17.635426,33963.047,627.6196
2021-04-21,4190.006,18.515764,33858.445,627.3474
2021-04-22,4196.1626,18.462051,33930.707,627.3498
2021-04-23,4190.737,19.032099,33869.367,627.3169
2021-04-26,4198.7627,18.683132,33973.492,627.6551
2021-04-27,4204.6304,18.652494,34018.418,628.01874
2021-04-28,4210.925,18.641403,34057.797,628.0629
2021-04-29,4215.365,18.531849,34097.234,628.0858
2021-04-30,4222.3213,18.577621,34102.168,627.8462
2021-05-03,4218.1357,19.05898,34027.848,627.45276
2021-05-04,4219.691,19.117123,34038.152,627.2764
2021-05-05,4215.064,19.677494,33958.6,626.95026
2021-05-06,4215.1274,19.78415,33963.67,627.011
2021-05-07,4226.168,19.448265,34063.434,627.4318
2021-05-10,4248.7275,18.468193,34284.29,628.4457
2021-05-11,4247.942,19.306269,34197.668,628.52277
2021-05-12,4228.0005,20.828964,34014.82,627.6923
2021-05-13,4170.5156,24.5157,33459.06,624.9193
2021-05-14,4152.377,24.41618,33538.348,623.55994
2021-05-17,4173.4663,22.333635,33923.7,624.3164
2021-05-18,4191.218,21.486631,34077.1,625.45374
2021-05-19,4194.029,21.662376,34045.598,626.05426
2021-05-20,4188.1772,22.193262,33946.688,625.9492
2021-05-21,4193.762,21.695162,34013.246,626.4413
2021-05-24,4202.517,21.168291,34078.105,627.32275
2021-05-25,4221.8696,20.026886,34250.293,628.52844
2021-05-26,4233.417,19.56894,34306.93,629.73114
2021-05-27,4247.0083,18.729662,34420.406,630.64734
2021-05-28,4261.3945,18.067694,34505.348,631.5251
2021-06-01,4270.925,17.695734,34555.977,632.3525
2021-06-02,4268.9976,18.064991,34493.113,632.3615
2021-06-03,4267.358,18.092613,34499.273,632.25635
2021-06-04,4259.618,18.501745,34444.77,631.69
2021-06-07,4266.0884,17.871534,34574.344,631.9926
2021-06-08,4272.5903,17.575365,34635.332,632.44434
2021-06-09,4275.641,17.617538,34639.062,633.0816
2021-06-10,4274.53,17.964544,34580.68,633.6956
2021-06-11,4286.254,17.315472,34691.85,635.0516
2021-06-14,4298.519,16.813808,34764.46,636.5579
2021-06-15,4303.2285,16.947144,34730.504,637.4331
2021-06-16,4299.208,17.349003,34642.61,637.76776
2021-06-17,4285.5273,18.244967,34467.684,637.2418
2021-06-18,4273.1436,18.539469,34386.47,637.01276
2021-06-21,4244.768,20.011473,34074.668,636.756
2021-06-22,4247.1104,19.49087,34133.062,637.0711
2021-06-23,4258.261,18.668396,34227.992,637.9184
2021-06-24,4269.771,18.054565,34283.863,638.7299
2021-06-25,4285.8003,17.471178,34363.168,639.5272
2021-06-28,4301.2515,17.017843,34445.367,639.9352
2021-06-29,4309.832,16.767107,34507.13,640.44745
2021-06-30,4316.494,16.757593,34533.16,640.74927
2021-07-01,4323.2363,16.643799,34589.797,641.1215
2021-07-02,4334.439,16.484322,34672.93,641.30975
2021-07-06,4349.836,16.163673,34785.688,641.56586
2021-07-07,4356.03,16.545692,34774.836,642.1621
2021-07-08,4367.9634,16.5675,34834.69,643.14575
2021-07-09,4361.181,17.928738,34658.016,643.59454
2021-07-12,4376.7197,17.455349,34806.016,644.1634
2021-07-13,4389.31,17.287195,34895.51,644.7006
2021-07-14,4393.3193,17.706873,34891.98,644.492
2021-07-15,4400.641,17.475368,34996.883,644.6651
2021-07-16,4405.051,17.592785,35022.938,645.0573
2021-07-19,4396.4077,18.359695,34931.824,645.18256
2021-07-20,4359.7705,20.582787,34554.637,644.98834
2021-07-21,4356.6357,20.474962,34590.09,645.2705
2021-07-22,4369.24,19.694048,34725.875,645.9743
2021-07-23,4381.9844,19.12346,34821.086,646.71356
2021-07-26,4401.1855,18.50973,34968.98,647.5906
2021-07-27,4415.9624,18.304522,35057.695,648.25287
2021-07-28,4416.313,18.991907,35005.47,648.4387
2021-07-29,4422.987,18.921124,35080.867,648.6818
2021-07-30,4434.7163,18.63838,35171.96,648.9615
2021-08-02,4438.157,18.748594,35179.047,649.17346
2021-08-03,4435.604,19.30129,35093.445,649.1715
2021-08-04,4447.1206,18.90276,35181.754,649.7879
2021-08-05,4451.868,18.76416,35206.324,650.5912
2021-08-06,4462.522,18.398533,35276.984,651.12836
2021-08-09,4473.32,17.802427,35385.324,651.2657
2021-08-10,4473.418,17.830532,35384.31,650.7162
2021-08-11,4471.7925,17.900272,35378.945,649.54736
